Country,League,game_id,Season,Date,Time,Home,home_id,Away,Away_id,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Brazil,Serie A,421,2013,08-06-13,22:30,Corinthians,9,Portuguesa,9,0,0,0,1.64,3.85,6.44,1.67,4,6.44,1.59,3.69,5.64
Brazil,Serie A,422,2013,08-06-13,22:30,Vasco,28,Bahia,28,1,1,0,1.93,3.6,4.36,1.93,3.65,5,1.83,3.39,4.27
Brazil,Serie A,423,2013,09-06-13,1:00,Ponte Preta,22,Botafogo RJ,22,0,2,2,2.66,3.41,2.81,2.82,3.41,2.82,2.57,3.21,2.64
Brazil,Serie A,424,2013,09-06-13,22:30,Atletico-MG,3,Gremio,3,2,0,1,2.08,3.45,3.92,2.16,3.45,3.92,2.03,3.29,3.53
Brazil,Serie A,425,2013,09-06-13,22:30,Coritiba,10,Nautico,10,1,0,1,1.43,4.65,9.1,1.45,4.7,10,1.4,4.28,7.8
Brazil,Serie A,426,2013,09-06-13,22:30,Fluminense,15,Goias,15,2,1,1,1.79,3.7,5.12,1.85,3.7,5.3,1.77,3.44,4.53
Brazil,Serie A,427,2013,09-06-13,22:30,Vitoria,29,Atletico-PR,29,3,2,1,3.01,3.38,2.52,3.01,3.5,2.75,2.68,3.23,2.51
Brazil,Serie A,428,2013,12-06-13,23:30,Santos,25,Atletico-MG,25,1,0,1,2.8,3.33,2.72,2.81,3.4,2.72,2.68,3.2,2.53
Brazil,Serie A,429,2013,13-06-13,2:00,Gremio,17,Sao Paulo,17,1,1,0,2.27,3.34,3.5,2.27,3.45,4.05,2.09,3.24,3.43
Brazil,Serie A,430,2013,13-06-13,2:00,Portuguesa,23,Fluminense,23,2,1,1,2.91,3.11,2.77,2.93,3.3,2.8,2.67,3.1,2.62
Brazil,Serie A,431,2013,06-07-13,22:30,Atletico-PR,4,Gremio,4,1,1,0,2.73,3.43,2.73,2.88,3.5,2.75,2.56,3.21,2.65
Brazil,Serie A,432,2013,06-07-13,22:30,Flamengo RJ,14,Coritiba,14,2,2,0,2.06,3.68,3.74,2.2,3.85,3.74,2.02,3.39,3.45
Brazil,Serie A,433,2013,06-07-13,22:30,Nautico,20,Ponte Preta,20,1,3,2,2.31,3.51,3.27,2.31,3.51,3.55,2.15,3.28,3.21
Brazil,Serie A,434,2013,07-07-13,1:00,Portuguesa,23,Cruzeiro,23,1,1,0,3.04,3.33,2.52,3.1,3.35,2.6,2.86,3.21,2.39
Brazil,Serie A,435,2013,07-07-13,20:00,Bahia,6,Corinthians,6,0,2,2,3.27,3.26,2.43,3.5,3.26,2.5,3.06,3.1,2.32
Brazil,Serie A,436,2013,07-07-13,20:00,Goias,16,Vitoria,16,1,0,1,2,3.58,4.05,2.02,3.58,4.65,1.9,3.4,3.88
Brazil,Serie A,437,2013,07-07-13,20:00,Internacional,18,Vasco,18,5,3,1,1.51,4.25,7.74,1.55,4.33,7.74,1.49,3.9,6.57
Brazil,Serie A,438,2013,07-07-13,20:00,Sao Paulo,26,Santos,26,0,2,2,1.6,4.09,6.34,1.65,4.09,6.6,1.58,3.77,5.6
Brazil,Serie A,439,2013,07-07-13,22:30,Atletico-MG,3,Criciuma,3,3,2,1,1.78,3.9,4.8,1.83,3.9,5.2,1.77,3.53,4.38
Brazil,Serie A,440,2013,07-07-13,22:30,Botafogo RJ,7,Fluminense,7,1,0,1,2.92,3.33,2.61,2.92,3.33,2.78,2.73,3.16,2.52
Brazil,Serie A,441,2013,11-07-13,1:00,Sao Paulo,26,Bahia,26,1,2,2,1.47,4.43,8.5,1.47,4.75,9,1.38,4.34,7.95
Brazil,Serie A,442,2013,13-07-13,22:30,Fluminense,15,Internacional,15,2,3,2,2.14,3.56,3.58,2.2,3.59,3.65,2.08,3.32,3.36
Brazil,Serie A,443,2013,13-07-13,22:30,Santos,25,Portuguesa,25,4,1,1,2.06,3.34,4.13,2.12,3.55,4.3,1.96,3.28,3.78
Brazil,Serie A,444,2013,14-07-13,1:00,Ponte Preta,22,Bahia,22,0,0,0,1.9,3.65,4.47,1.91,3.65,4.55,1.84,3.41,4.12
Brazil,Serie A,445,2013,14-07-13,20:00,Corinthians,9,Atletico-MG,9,0,1,2,1.6,4.04,6.59,1.61,4.45,6.7,1.54,3.78,6.12
Brazil,Serie A,446,2013,14-07-13,20:00,Coritiba,10,Atletico-PR,10,1,0,1,2.24,3.55,3.4,2.25,3.6,3.75,2.08,3.34,3.35
Brazil,Serie A,447,2013,14-07-13,20:00,Gremio,17,Botafogo RJ,17,2,1,1,1.91,3.64,4.42,1.92,3.7,4.7,1.81,3.42,4.29
Brazil,Serie A,448,2013,14-07-13,20:00,Vitoria,29,Sao Paulo,29,3,2,1,2.5,3.43,2.99,2.52,3.45,3.15,2.38,3.26,2.84
Brazil,Serie A,449,2013,14-07-13,22:30,Criciuma,11,Goias,11,0,0,0,2.16,3.55,3.57,2.17,3.56,3.85,2.07,3.34,3.38
Brazil,Serie A,450,2013,14-07-13,22:30,Cruzeiro,12,Nautico,12,3,0,1,1.36,5.32,10.13,1.37,5.9,11,1.31,5.05,8.85
Brazil,Serie A,451,2013,14-07-13,22:30,Vasco,28,Flamengo RJ,28,0,1,2,4.38,3.61,1.93,4.45,3.65,1.95,3.89,3.39,1.9
Brazil,Serie A,452,2013,20-07-13,22:30,Botafogo RJ,7,Nautico,7,2,0,1,1.35,5.37,10.28,1.36,5.37,12,1.31,4.91,9.04
Brazil,Serie A,453,2013,20-07-13,22:30,Criciuma,11,Gremio,11,2,1,1,3.56,3.44,2.21,3.7,3.5,2.35,3.36,3.3,2.09
Brazil,Serie A,454,2013,20-07-13,22:30,Sao Paulo,26,Cruzeiro,26,0,3,2,2.09,3.59,3.73,2.17,3.59,3.73,2.08,3.3,3.37
Brazil,Serie A,455,2013,21-07-13,20:00,Atletico-PR,4,Corinthians,4,1,1,0,2.61,3.37,2.88,2.64,3.37,3,2.54,3.15,2.71
Brazil,Serie A,456,2013,21-07-13,20:00,Internacional,18,Flamengo RJ,18,1,0,1,1.86,3.6,4.75,1.87,3.6,5.09,1.8,3.43,4.35
Brazil,Serie A,457,2013,21-07-13,20:00,Santos,25,Coritiba,25,2,2,0,2.19,3.35,3.7,2.25,3.35,3.7,2.11,3.25,3.36
Brazil,Serie A,458,2013,21-07-13,20:00,Vitoria,29,Bahia,29,0,0,0,2.29,3.25,3.53,2.35,3.4,3.77,2.15,3.19,3.32
Brazil,Serie A,459,2013,21-07-13,22:30,Fluminense,15,Vasco,15,1,3,2,1.55,4.22,6.92,1.7,4.22,6.92,1.59,3.69,5.68
Brazil,Serie A,460,2013,21-07-13,22:30,Goias,16,Portuguesa,16,2,1,1,1.94,3.52,4.38,2.08,3.55,4.38,1.94,3.3,3.82
Brazil,Serie A,461,2013,25-07-13,1:00,Sao Paulo,26,Internacional,26,0,1,2,2.02,3.66,3.88,2.2,3.7,3.88,2.04,3.4,3.38
Brazil,Serie A,462,2013,27-07-13,22:30,Portuguesa,23,Atletico-PR,23,2,3,2,2.79,3.58,2.58,2.82,3.58,2.75,2.6,3.22,2.6
Brazil,Serie A,463,2013,27-07-13,22:30,Vasco,28,Criciuma,28,3,2,1,1.74,3.88,5.17,1.74,3.95,6.1,1.67,3.65,4.88
Brazil,Serie A,464,2013,28-07-13,1:00,Ponte Preta,22,Santos,22,1,0,1,2.52,3.36,3,2.52,3.36,3.2,2.38,3.19,2.9
Brazil,Serie A,465,2013,28-07-13,20:00,Corinthians,9,Sao Paulo,9,0,0,0,2.04,3.38,4.17,2.04,3.65,4.65,1.89,3.31,4.08
Brazil,Serie A,466,2013,28-07-13,20:00,Cruzeiro,12,Atletico-MG,12,4,1,1,1.78,3.82,5.01,1.8,3.9,5.5,1.73,3.57,4.54
Brazil,Serie A,467,2013,28-07-13,20:00,Gremio,17,Fluminense,17,2,0,1,2.04,3.32,4.22,2.09,3.4,4.34,1.96,3.23,3.9
Brazil,Serie A,468,2013,28-07-13,20:00,Nautico,20,Internacional,20,3,0,1,3.47,3.25,2.31,3.8,3.45,2.4,3.29,3.22,2.15
Brazil,Serie A,469,2013,28-07-13,22:30,Bahia,6,Goias,6,2,1,1,2.02,3.37,4.28,2.15,3.37,4.28,2.04,3.23,3.6
Brazil,Serie A,470,2013,28-07-13,22:30,Coritiba,10,Vitoria,10,1,1,0,1.63,4.19,5.75,1.7,4.19,5.75,1.63,3.67,5.26
Brazil,Serie A,471,2013,28-07-13,22:30,Flamengo RJ,14,Botafogo RJ,14,1,1,0,3.03,3.33,2.52,3.03,3.33,2.94,2.73,3.1,2.57
Brazil,Serie A,472,2013,31-07-13,23:30,Atletico-MG,3,Atletico-PR,3,1,2,2,1.65,4.05,5.84,1.72,4.45,6.2,1.59,3.86,5.34
Brazil,Serie A,473,2013,31-07-13,23:30,Fluminense,15,Cruzeiro,15,1,0,1,2.23,3.5,3.41,2.35,3.6,3.41,2.21,3.33,3.08
Brazil,Serie A,474,2013,31-07-13,23:30,Portuguesa,23,Criciuma,23,1,1,0,2.12,3.3,3.93,2.14,3.6,4.13,1.99,3.35,3.65
Brazil,Serie A,475,2013,01-08-13,1:00,Coritiba,10,Ponte Preta,10,5,3,1,1.72,3.79,5.48,1.83,3.8,5.5,1.69,3.56,4.9
Brazil,Serie A,476,2013,01-08-13,1:50,Bahia,6,Flamengo RJ,6,3,0,1,2.85,3.34,2.67,2.85,3.34,2.92,2.65,3.14,2.62
Brazil,Serie A,477,2013,01-08-13,1:50,Corinthians,9,Gremio,9,2,0,1,1.83,3.41,5.43,1.9,3.5,5.43,1.82,3.36,4.35
Brazil,Serie A,478,2013,01-08-13,23:30,Botafogo RJ,7,Vitoria,7,2,0,1,1.46,4.76,7.8,1.5,4.95,9.1,1.42,4.35,7.02
Brazil,Serie A,479,2013,02-08-13,1:00,Goias,16,Vasco,16,1,1,0,2.02,3.61,3.91,2.17,3.61,3.91,2.01,3.38,3.49
Brazil,Serie A,480,2013,03-08-13,22:30,Cruzeiro,12,Coritiba,12,1,0,1,1.62,3.87,6.64,1.72,4.2,7,1.54,3.9,5.87
Brazil,Serie A,481,2013,04-08-13,20:00,Atletico-PR,4,Goias,4,2,0,1,1.66,4.05,5.64,1.86,4.05,5.9,1.66,3.73,4.89
Brazil,Serie A,482,2013,04-08-13,20:00,Criciuma,11,Corinthians,11,0,2,2,3.33,3.31,2.36,3.39,3.45,2.36,3.16,3.19,2.23
Brazil,Serie A,483,2013,04-08-13,20:00,Flamengo RJ,14,Atletico-MG,14,3,0,1,2.45,3.27,3.2,2.45,3.3,3.6,2.26,3.17,3.12
Brazil,Serie A,484,2013,04-08-13,20:00,Gremio,17,Internacional,17,1,1,0,2.54,3.24,3.08,2.75,3.25,3.13,2.46,3.13,2.83
Brazil,Serie A,485,2013,04-08-13,20:00,Ponte Preta,22,Fluminense,22,1,1,0,2.96,3.33,2.57,3.1,3.33,2.57,2.84,3.17,2.44
Brazil,Serie A,486,2013,04-08-13,22:30,Vasco,28,Botafogo RJ,28,2,3,2,4,3.39,2.08,4.2,3.65,2.1,3.57,3.31,2.01
Brazil,Serie A,487,2013,04-08-13,22:30,Vitoria,29,Portuguesa,29,2,1,1,1.85,3.8,4.47,1.92,3.8,4.75,1.79,3.52,4.22
Brazil,Serie A,488,2013,07-08-13,23:30,Criciuma,11,Cruzeiro,11,1,2,2,3.77,3.38,2.14,3.8,3.75,2.2,3.37,3.32,2.08
Brazil,Serie A,489,2013,07-08-13,23:30,Vitoria,29,Fluminense,29,1,1,0,3.34,3.52,2.25,3.34,3.53,2.45,3.02,3.29,2.26
Brazil,Serie A,490,2013,08-08-13,1:00,Atletico-PR,4,Bahia,4,1,0,1,1.65,3.72,6.71,1.68,3.8,6.71,1.62,3.63,5.42
Brazil,Serie A,491,2013,08-08-13,1:00,Flamengo RJ,14,Portuguesa,14,1,1,0,1.7,3.93,5.43,1.72,3.93,6.6,1.67,3.57,4.95
Brazil,Serie A,492,2013,08-08-13,1:50,Atletico-MG,3,Botafogo RJ,3,2,2,0,1.99,3.46,4.26,2.18,3.5,4.26,2.02,3.34,3.54
Brazil,Serie A,493,2013,08-08-13,1:50,Goias,16,Nautico,16,2,1,1,1.74,3.74,5.48,1.8,3.75,5.6,1.71,3.54,4.75
Brazil,Serie A,494,2013,08-08-13,1:50,Santos,25,Corinthians,25,1,1,0,3.33,3.17,2.44,3.75,3.25,2.47,3.06,3.13,2.31
Brazil,Serie A,495,2013,09-08-13,1:00,Gremio,17,Coritiba,17,0,1,2,1.85,3.42,5.22,1.85,3.6,5.71,1.74,3.41,4.82
Brazil,Serie A,496,2013,09-08-13,1:00,Vasco,28,Ponte Preta,28,1,1,0,2.02,3.51,4.07,2.06,3.51,4.07,1.96,3.36,3.68
Brazil,Serie A,497,2013,10-08-13,22:30,Botafogo RJ,7,Goias,7,1,1,0,1.76,4,4.87,1.78,4.33,5.5,1.68,3.69,4.75
Brazil,Serie A,498,2013,10-08-13,22:30,Nautico,20,Atletico-MG,20,0,0,0,3.68,3.56,2.12,3.86,3.6,2.25,3.41,3.34,2.06
Brazil,Serie A,499,2013,11-08-13,20:00,Corinthians,9,Vitoria,9,2,0,1,1.38,4.67,11.2,1.45,4.75,14,1.37,4.36,8.88
Brazil,Serie A,500,2013,11-08-13,20:00,Coritiba,10,Vasco,10,0,1,2,1.66,4.23,5.39,1.67,4.23,5.75,1.6,3.81,5.28
Brazil,Serie A,501,2013,11-08-13,20:00,Cruzeiro,12,Santos,12,0,0,0,1.53,4.51,6.55,1.6,4.53,6.9,1.52,3.98,6.01
Brazil,Serie A,502,2013,11-08-13,20:00,Fluminense,15,Flamengo RJ,15,2,3,2,2.25,3.3,3.6,2.25,3.4,3.67,2.16,3.25,3.26
Brazil,Serie A,503,2013,11-08-13,22:30,Bahia,6,Gremio,6,0,3,2,2.45,3.06,3.43,2.5,3.3,3.5,2.34,3.09,3.05
Brazil,Serie A,504,2013,11-08-13,22:30,Internacional,18,Atletico-PR,18,2,2,0,1.98,3.51,4.24,2,3.75,4.59,1.89,3.38,3.96
Brazil,Serie A,505,2013,11-08-13,22:30,Ponte Preta,22,Criciuma,22,3,1,1,1.93,3.62,4.28,1.93,3.75,5,1.8,3.48,4.25
Brazil,Serie A,506,2013,11-08-13,22:30,Portuguesa,23,Sao Paulo,23,2,1,1,3.3,3.53,2.27,3.45,3.53,2.38,3.08,3.26,2.23
Brazil,Serie A,507,2013,14-08-13,23:30,Atletico-MG,3,Bahia,3,2,0,1,1.61,3.89,6.74,1.61,4.5,8.1,1.54,3.77,6.25
Brazil,Serie A,508,2013,14-08-13,23:30,Criciuma,11,Nautico,11,3,0,1,1.96,3.65,4.16,1.96,3.65,5.09,1.86,3.41,4.06
Brazil,Serie A,509,2013,14-08-13,23:30,Santos,25,Vasco,25,1,1,0,1.79,3.82,4.92,1.81,3.82,5.2,1.75,3.5,4.55
Brazil,Serie A,510,2013,15-08-13,1:00,Coritiba,10,Portuguesa,10,1,1,0,1.78,3.72,5.17,1.8,3.75,5.4,1.72,3.53,4.66
Brazil,Serie A,511,2013,15-08-13,1:00,Vitoria,29,Ponte Preta,29,3,1,1,2.46,3.4,3.1,2.46,3.4,3.55,2.23,3.25,3.1
Brazil,Serie A,512,2013,15-08-13,1:50,Fluminense,15,Corinthians,15,0,0,0,2.77,3.09,2.94,3,3.3,2.94,2.58,3.13,2.71
Brazil,Serie A,513,2013,15-08-13,1:50,Goias,16,Flamengo RJ,16,1,1,0,2.62,3.35,2.91,2.62,3.35,3.13,2.47,3.18,2.79
Brazil,Serie A,514,2013,15-08-13,1:50,Gremio,17,Cruzeiro,17,3,1,1,2.4,3.43,3.17,2.4,3.43,3.45,2.24,3.21,3.12
Brazil,Serie A,515,2013,15-08-13,23:30,Sao Paulo,26,Atletico-PR,26,1,1,0,1.8,3.95,4.62,2.04,4.2,4.62,1.87,3.56,3.87
Brazil,Serie A,516,2013,16-08-13,1:00,Botafogo RJ,7,Internacional,7,3,3,0,2.06,3.64,3.76,2.11,3.95,3.95,2.03,3.38,3.48
Brazil,Serie A,517,2013,17-08-13,22:30,Cruzeiro,12,Vitoria,12,5,1,1,1.35,5.22,10.55,1.4,5.4,10.55,1.32,4.84,8.86
Brazil,Serie A,518,2013,17-08-13,22:30,Nautico,20,Fluminense,20,0,1,2,3.39,3.28,2.35,3.39,3.4,2.41,3.03,3.23,2.28
Brazil,Serie A,519,2013,18-08-13,1:00,Vasco,28,Gremio,28,2,3,2,2.46,3.35,3.13,2.46,3.4,3.35,2.29,3.26,3
Brazil,Serie A,520,2013,18-08-13,20:00,Corinthians,9,Coritiba,9,1,0,1,1.56,3.91,7.95,1.6,4.05,8.5,1.52,3.74,6.65
Brazil,Serie A,521,2013,18-08-13,20:00,Flamengo RJ,14,Sao Paulo,14,0,0,0,2.5,3.21,3.18,2.5,3.4,3.18,2.36,3.2,2.91
Brazil,Serie A,522,2013,18-08-13,20:00,Ponte Preta,22,Goias,22,0,1,2,2.27,3.43,3.39,2.27,3.45,3.65,2.13,3.32,3.28
Brazil,Serie A,523,2013,18-08-13,20:00,Portuguesa,23,Botafogo RJ,23,1,3,2,3.63,3.54,2.14,3.9,3.95,2.16,3.47,3.36,2.03
Brazil,Serie A,524,2013,18-08-13,22:30,Atletico-PR,4,Criciuma,4,2,1,1,1.58,4.26,6.34,1.6,4.4,6.7,1.54,3.89,5.85
Brazil,Serie A,525,2013,18-08-13,22:30,Bahia,6,Santos,6,0,0,0,2.1,3.27,4.07,2.2,3.45,4.07,2.06,3.23,3.55
Brazil,Serie A,526,2013,18-08-13,22:30,Internacional,18,Atletico-MG,18,0,0,0,2.12,3.41,3.86,2.13,3.6,4.05,2.03,3.32,3.53
Brazil,Serie A,527,2013,24-08-13,22:30,Flamengo RJ,14,Gremio,14,0,1,2,2.6,3.17,3.08,2.6,3.3,3.2,2.41,3.07,2.96
Brazil,Serie A,528,2013,24-08-13,22:30,Ponte Preta,22,Cruzeiro,22,0,2,2,4.15,3.55,1.99,4.33,3.65,2.04,3.69,3.36,1.96
Brazil,Serie A,529,2013,24-08-13,22:30,Santos,25,Vitoria,25,2,0,1,1.58,4.08,6.83,1.62,4.33,6.83,1.56,3.78,5.94
Brazil,Serie A,530,2013,25-08-13,1:00,Criciuma,11,Coritiba,11,2,1,1,2.31,3.39,3.34,2.5,3.4,3.34,2.34,3.21,2.97
Brazil,Serie A,531,2013,25-08-13,20:00,Atletico-MG,3,Portuguesa,3,2,1,1,1.6,4.01,6.64,1.62,4.15,6.7,1.54,3.76,6.17
Brazil,Serie A,532,2013,25-08-13,20:00,Bahia,6,Nautico,6,2,0,1,1.66,3.77,6.36,1.73,3.77,6.36,1.64,3.51,5.5
Brazil,Serie A,533,2013,25-08-13,20:00,Sao Paulo,26,Fluminense,26,2,1,1,1.83,3.62,4.94,2.04,3.63,5,1.85,3.37,4.2
Brazil,Serie A,534,2013,25-08-13,20:00,Vasco,28,Corinthians,28,1,1,0,4.46,3.47,1.95,4.55,3.6,2,3.93,3.33,1.91
Brazil,Serie A,535,2013,25-08-13,22:30,Atletico-PR,4,Botafogo RJ,4,2,0,1,2.31,3.55,3.21,2.31,3.55,3.6,2.14,3.36,3.21
Brazil,Serie A,536,2013,25-08-13,22:30,Internacional,18,Goias,18,3,3,0,1.51,4.26,7.85,1.57,4.59,7.85,1.51,3.9,6.48
Brazil,Serie A,537,2013,31-08-13,22:30,Goias,16,Atletico-MG,16,0,0,0,2.49,3.3,3.12,2.52,3.4,3.15,2.39,3.22,2.87
Brazil,Serie A,538,2013,31-08-13,22:30,Gremio,17,Ponte Preta,17,1,0,1,1.5,4.17,8.43,1.5,4.5,9.1,1.44,4,7.53
Brazil,Serie A,539,2013,31-08-13,22:30,Nautico,20,Atletico-PR,20,1,4,2,2.77,3.39,2.71,2.8,3.47,2.77,2.64,3.24,2.57
Brazil,Serie A,540,2013,31-08-13,22:30,Portuguesa,23,Bahia,23,4,2,1,2.21,3.28,3.77,2.25,3.3,3.8,2.18,3.14,3.36
Brazil,Serie A,541,2013,01-09-13,1:00,Fluminense,15,Santos,15,0,2,2,1.93,3.45,4.61,2.05,3.55,4.61,1.9,3.34,3.96
Brazil,Serie A,542,2013,01-09-13,20:00,Botafogo RJ,7,Sao Paulo,7,0,0,0,2.38,3.36,3.26,2.4,3.43,3.5,2.21,3.26,3.14
Brazil,Serie A,543,2013,01-09-13,20:00,Corinthians,9,Flamengo RJ,9,4,0,1,1.85,3.55,4.92,1.87,3.55,5.25,1.78,3.33,4.63
Brazil,Serie A,544,2013,01-09-13,20:00,Coritiba,10,Internacional,10,0,0,0,2.8,3.29,2.75,2.8,3.5,2.8,2.58,3.21,2.63
Brazil,Serie A,545,2013,01-09-13,20:00,Vitoria,29,Criciuma,29,0,1,2,1.93,3.7,4.24,2,3.7,4.35,1.9,3.43,3.83
Brazil,Serie A,546,2013,01-09-13,22:30,Cruzeiro,12,Vasco,12,5,3,1,1.46,4.78,7.63,1.46,5.1,9.1,1.4,4.43,7.45
Brazil,Serie A,547,2013,03-09-13,23:30,Goias,16,Gremio,16,2,0,1,2.9,3.25,2.69,3.05,3.3,2.75,2.71,3.07,2.62
Brazil,Serie A,548,2013,04-09-13,1:00,Nautico,20,Sao Paulo,20,0,1,2,4.3,3.69,1.92,4.3,3.69,2,3.85,3.42,1.91
Brazil,Serie A,549,2013,04-09-13,23:30,Atletico-PR,4,Santos,4,2,1,1,1.78,3.76,5.07,1.78,3.8,5.7,1.72,3.58,4.64
Brazil,Serie A,550,2013,04-09-13,23:30,Flamengo RJ,14,Vitoria,14,2,1,1,1.54,4.35,6.93,1.57,4.35,7.3,1.52,3.91,6.1
Brazil,Serie A,551,2013,05-09-13,1:00,Portuguesa,23,Ponte Preta,23,2,1,1,1.92,3.6,4.43,1.92,3.7,4.75,1.85,3.46,4.06
Brazil,Serie A,552,2013,05-09-13,1:50,Atletico-MG,3,Fluminense,3,2,2,0,1.93,3.47,4.57,1.97,3.65,4.75,1.87,3.4,4.05
Brazil,Serie A,553,2013,05-09-13,1:50,Bahia,6,Cruzeiro,6,1,3,2,4.32,3.52,1.96,4.6,3.6,2,3.94,3.33,1.92
Brazil,Serie A,554,2013,05-09-13,1:50,Internacional,18,Corinthians,18,1,0,1,2.31,3.22,3.55,2.31,3.3,3.65,2.15,3.17,3.41
Brazil,Serie A,555,2013,05-09-13,23:30,Botafogo RJ,7,Coritiba,7,3,1,1,1.75,3.76,5.33,1.75,3.8,6.2,1.7,3.59,4.83
Brazil,Serie A,556,2013,06-09-13,1:00,Nautico,20,Vasco,20,0,3,2,2.82,3.37,2.7,2.94,3.55,2.7,2.66,3.25,2.54
Brazil,Serie A,557,2013,06-09-13,1:00,Sao Paulo,26,Criciuma,26,1,2,2,1.47,4.55,7.94,1.51,4.6,8.1,1.44,4.19,6.98
Brazil,Serie A,558,2013,07-09-13,22:30,Fluminense,15,Bahia,15,1,0,1,1.65,3.86,6.23,1.73,3.86,6.25,1.65,3.55,5.25
Brazil,Serie A,559,2013,07-09-13,22:30,Ponte Preta,22,Internacional,22,1,3,2,3.93,3.46,2.08,3.93,3.46,2.3,3.43,3.29,2.08
Brazil,Serie A,560,2013,07-09-13,22:30,Santos,25,Goias,25,1,0,1,2.14,3.28,3.97,2.14,3.5,4.59,1.94,3.29,3.93
Brazil,Serie A,561,2013,07-09-13,22:30,Vitoria,29,Atletico-MG,29,1,1,0,3.21,3.52,2.33,3.3,3.52,2.55,3.01,3.25,2.29
Brazil,Serie A,562,2013,08-09-13,1:00,Gremio,17,Portuguesa,17,3,2,1,1.62,4.08,6.15,1.65,4.1,7.2,1.56,3.71,6
Brazil,Serie A,563,2013,08-09-13,20:00,Corinthians,9,Nautico,9,0,0,0,1.35,4.94,12.53,1.35,5.3,15,1.3,4.78,10.51
Brazil,Serie A,564,2013,08-09-13,20:00,Coritiba,10,Sao Paulo,10,2,0,1,3,3.38,2.53,3.2,3.38,2.6,2.88,3.12,2.45
Brazil,Serie A,565,2013,08-09-13,20:00,Cruzeiro,12,Flamengo RJ,12,1,0,1,1.47,4.61,7.79,1.5,4.61,8.4,1.45,4.1,7.06
Brazil,Serie A,566,2013,08-09-13,22:30,Criciuma,11,Botafogo RJ,11,1,2,2,2.47,3.51,2.99,2.58,3.61,2.99,2.43,3.33,2.74
Brazil,Serie A,567,2013,08-09-13,22:30,Vasco,28,Atletico-PR,28,0,0,0,2.48,3.51,2.98,2.65,3.51,2.98,2.47,3.25,2.74
Brazil,Serie A,568,2013,10-09-13,23:30,Internacional,18,Santos,18,1,2,2,1.6,4,6.74,1.6,4.25,7.5,1.53,3.86,6.2
Brazil,Serie A,569,2013,11-09-13,23:30,Atletico-PR,4,Fluminense,4,1,1,0,1.97,3.53,4.29,2,3.8,4.35,1.91,3.41,3.87
Brazil,Serie A,570,2013,12-09-13,1:00,Bahia,6,Criciuma,6,2,2,0,1.85,3.77,4.6,1.87,3.8,5.2,1.78,3.52,4.34
Brazil,Serie A,571,2013,12-09-13,1:00,Goias,16,Cruzeiro,16,1,2,2,3.62,3.71,2.08,4.4,3.76,2.08,3.62,3.42,1.97
Brazil,Serie A,572,2013,12-09-13,1:50,Botafogo RJ,7,Corinthians,7,1,0,1,2.08,3.48,3.9,2.15,3.55,4.1,2.04,3.25,3.61
Brazil,Serie A,573,2013,12-09-13,1:50,Nautico,20,Gremio,20,0,2,2,4.08,3.77,1.94,4.51,3.77,1.94,4.08,3.5,1.84
Brazil,Serie A,574,2013,12-09-13,1:50,Portuguesa,23,Vasco,23,2,0,1,2.36,3.55,3.13,2.4,3.55,3.25,2.24,3.31,3.05
Brazil,Serie A,575,2013,12-09-13,23:30,Internacional,18,Vitoria,18,2,2,0,1.37,5.24,9.73,1.4,5.4,9.77,1.34,4.67,8.72
Brazil,Serie A,576,2013,13-09-13,1:00,Atletico-MG,3,Coritiba,3,3,0,1,1.57,4.41,6.25,1.62,4.41,6.5,1.55,3.94,5.66
Brazil,Serie A,577,2013,13-09-13,1:00,Flamengo RJ,14,Santos,14,2,1,1,1.95,3.53,4.34,2,3.65,4.35,1.92,3.36,3.88
Brazil,Serie A,578,2013,13-09-13,1:00,Sao Paulo,26,Ponte Preta,26,1,0,1,1.44,4.73,8.39,1.5,4.73,8.5,1.42,4.29,7.18
Brazil,Serie A,579,2013,14-09-13,22:30,Cruzeiro,12,Atletico-PR,12,1,0,1,1.58,4.33,6.18,1.58,4.4,7.6,1.52,3.98,5.96
Brazil,Serie A,580,2013,15-09-13,1:00,Fluminense,15,Portuguesa,15,2,1,1,1.76,3.8,5.18,1.83,3.8,5.4,1.74,3.51,4.59
Brazil,Serie A,581,2013,15-09-13,20:00,Corinthians,9,Goias,9,1,2,2,1.63,3.9,6.5,1.65,4,6.8,1.61,3.61,5.67
Brazil,Serie A,582,2013,15-09-13,20:00,Coritiba,10,Bahia,10,2,2,0,1.8,3.49,5.45,1.85,3.6,5.8,1.76,3.34,4.77
Brazil,Serie A,583,2013,15-09-13,20:00,Criciuma,11,Internacional,11,0,1,2,3.57,3.47,2.19,3.65,3.5,2.25,3.21,3.32,2.15
Brazil,Serie A,584,2013,15-09-13,20:00,Ponte Preta,22,Flamengo RJ,22,1,1,0,2.74,3.21,2.87,2.9,3.45,2.87,2.66,3.12,2.63
Brazil,Serie A,585,2013,15-09-13,20:00,Vasco,28,Sao Paulo,28,0,2,2,2.6,3.4,2.89,2.6,3.4,2.94,2.47,3.23,2.75
Brazil,Serie A,586,2013,15-09-13,22:30,Gremio,17,Atletico-MG,17,0,1,2,2.08,3.31,4.1,2.1,3.4,4.1,1.97,3.26,3.8
